Time (s),Tag,x_velocity,y_velocity,yaw_velocity
0.001287698745727539,MPC,-0.0174941,-0.0551939,-0.784743
15.507130861282349,MPC,-0.0304951,-0.106115,-0.784822
16.007442235946655,MPC,-0.0462716,-0.167088,-0.784786
16.50781011581421,MPC,-0.0521663,-0.20634,-0.0820418
17.007842779159546,MPC,-0.0587331,-0.243363,0.138377
17.507776975631714,MPC,-0.0232909,-0.32581,-0.0330879
18.00757336616516,MPC,-0.0284659,-0.359609,0.127514
18.507703065872192,MPC,-0.0371636,-0.387581,0.0984446
19.007617950439453,MPC,-0.0444081,-0.407959,0.0606927
19.50759530067444,MPC,-0.0532091,-0.420844,0.0635605
20.007819890975952,MPC,-0.0642684,-0.428455,0.0948188
20.50773024559021,MPC,-0.0746404,-0.430234,0.0889092
21.007798671722412,MPC,-0.0867873,-0.428282,0.0766022
21.50782871246338,MPC,-0.101318,-0.4245,0.0737018
22.007864236831665,MPC,-0.114015,-0.41914,0.0682793
22.508023023605347,MPC,-0.124387,-0.413917,0.0596914
23.00802755355835,MPC,-0.131113,-0.410199,0.0405185
23.507596492767334,MPC,-0.134705,-0.409426,0.00786109
24.008135080337524,MPC,-0.0945249,-0.41076,-0.0199042
24.50758385658264,MPC,-0.03385,-0.415623,-0.0310069
25.00800848007202,MPC,-0.00572396,-0.424294,-0.0116413
25.507861137390137,MPC,0.0104667,-0.436778,0.0107419
