Time (s),Tag,x_velocity,y_velocity,yaw_velocity
0.001821756362915039,MPC,-1.33347,-0.471048,0.346266
17.057520389556885,MPC,-0.50679,-0.444743,0.784644
17.55839204788208,MPC,-0.272175,-0.418495,0.78507
18.05878973007202,MPC,-0.0864639,-0.396574,0.784421
18.558295726776123,MPC,-0.0500489,-0.372885,0.784997
19.05861735343933,MPC,-0.0152285,-0.351216,0.775073
19.55851697921753,MPC,0.0109938,-0.33435,0.320908
20.058425188064575,MPC,0.0375392,-0.316034,-0.014648
20.55866837501526,MPC,0.0680224,-0.295585,-0.18155
21.058526039123535,MPC,0.0997596,-0.274714,-0.14072
21.558438062667847,MPC,0.125777,-0.254865,-0.0739169
22.058337688446045,MPC,0.150081,-0.234701,-0.0111109
22.558430671691895,MPC,0.174066,-0.215039,0.0350929
23.058483362197876,MPC,0.199138,-0.19556,0.0592548
23.55845856666565,MPC,0.225363,-0.175057,0.0622422
24.06336498260498,MPC,0.251622,-0.153563,0.0535203
24.55826425552368,MPC,0.278051,-0.131814,0.0483689
25.058621883392334,MPC,0.304183,-0.109523,0.0233343
25.55850124359131,MPC,0.329707,-0.0866373,0.00641642
26.05856418609619,MPC,0.354214,-0.0632859,-0.00624335
26.55919051170349,MPC,0.377383,-0.0393353,-0.0141391
27.058470249176025,MPC,0.399082,-0.0148409,-0.0179611
27.558939218521118,MPC,0.423865,0.0108353,-0.0269773
28.05836057662964,MPC,0.457165,0.0387805,-0.0542278
28.558546543121338,MPC,0.498789,0.0686679,-0.0909045
29.058533191680908,MPC,0.542282,0.0982191,-0.0887564
29.558348655700684,MPC,0.587752,0.128977,-0.12539
30.058462381362915,MPC,0.636284,0.159453,-0.059803
30.55858063697815,MPC,0.686995,0.189673,-0.017283
31.05848717689514,MPC,0.733922,0.217008,0.0022771
31.558533668518066,MPC,0.772249,0.239151,0.00495602
32.058483362197876,MPC,0.79796,0.254543,-0.00448882
32.55857753753662,MPC,0.822943,0.269672,-0.0130789
33.0584933757782,MPC,0.831984,0.27694,-0.021227
33.558427572250366,MPC,0.633629,0.0671426,-0.78508
34.0584499835968,MPC,0.54835,-0.00330957,-0.785038
34.558401584625244,MPC,0.565648,0.0263957,-0.000636877
35.05851364135742,MPC,0.581514,0.0570636,0.784346
35.558438539505005,MPC,0.586285,0.0926129,0.678192
36.05843186378479,MPC,0.595852,0.127615,0.750311
36.55852460861206,MPC,0.610292,0.160293,-0.0335166
37.05836033821106,MPC,0.629084,0.193132,0.104879
37.558257818222046,MPC,0.657635,0.22416,-0.6193
38.05840468406677,MPC,0.690415,0.254637,0.0356517
38.55834770202637,MPC,0.718662,0.277362,-0.500436
39.058472633361816,MPC,0.752835,0.297098,0.00723996
39.55831861495972,MPC,0.787341,0.308684,-0.00362657
40.05836009979248,MPC,0.814822,0.309528,-0.0226809
40.5585150718689,MPC,0.846597,0.292787,-0.285296
41.05868625640869,MPC,0.865575,0.283452,-0.327714
41.55829954147339,MPC,0.87844,0.267581,-0.215473
42.05837607383728,MPC,0.87945,0.240124,0.410156
42.55824637413025,MPC,0.895133,0.223086,0.132203
43.058003187179565,MPC,0.898112,0.199613,0.624678
43.55828833580017,MPC,0.856687,0.107338,-0.159998
44.05827617645264,MPC,0.748598,-0.0130778,-0.527612
44.558411598205566,MPC,0.693011,-0.142483,-0.785026
45.058096408843994,MPC,0.588762,-0.251505,-0.693064
45.55833888053894,MPC,0.569911,-0.35851,-0.784975
46.058165073394775,MPC,0.494259,-0.469374,-0.784443
46.55842590332031,MPC,0.417214,-0.559844,-0.000239998
47.05822777748108,MPC,0.365396,-0.654856,-0.784422
47.55807328224182,MPC,0.282055,-0.723444,0.000390584
48.058324575424194,MPC,0.22506,-0.799216,-0.500281
48.558475494384766,MPC,0.166853,-0.853881,0.281831
49.05851078033447,MPC,0.121985,-0.892462,0.236865
49.55822134017944,MPC,0.0776019,-0.930379,0.195804
50.05913805961609,MPC,-0.5067,-1.05148,-0.375465
50.558321714401245,MPC,-0.925741,-1.06899,-0.165054
51.0584979057312,MPC,-1.01231,-0.906253,-0.318618
51.55834221839905,MPC,-0.781319,-0.585342,0.0110363
52.05814290046692,MPC,-1.12572,-0.397078,0.785089
52.558369636535645,MPC,-0.802633,-0.130342,8.09716e-05
53.05847692489624,MPC,-0.566575,0.107235,-0.784935
53.55829119682312,MPC,-0.114468,0.384358,-0.78509
54.058616638183594,MPC,0.310561,0.622797,-0.785086
54.55833435058594,MPC,0.505524,0.793976,-0.785071
55.05855631828308,MPC,0.379427,0.852338,-0.499183
55.55836367607117,MPC,0.0770278,0.779249,0.282029
56.05854034423828,MPC,-0.279797,0.633571,-0.50211
56.5583438873291,MPC,-0.638205,0.545507,-0.453881
57.05813479423523,MPC,-0.897459,0.615072,-0.785011
57.55831050872803,MPC,-0.870816,0.855452,-0.785028
58.05851626396179,MPC,-0.88537,1.01224,-0.785054
58.55789375305176,MPC,-0.648482,1.10235,-0.784928
59.0581841468811,MPC,-0.562836,1.13839,-0.785024
59.55839133262634,MPC,-0.333474,0.930224,-0.000690981
60.05846548080444,MPC,-0.225578,0.764426,-0.61896
60.55833649635315,MPC,-0.0992001,0.44972,0.165838
61.05799913406372,MPC,-0.0172088,0.217354,-0.362321
61.5582914352417,MPC,0.0396171,-0.029383,0.306102
62.05841112136841,MPC,0.0857355,-0.197177,-0.243682
62.558589935302734,MPC,0.0979665,-0.286067,0.363165
63.05856108665466,MPC,0.115345,-0.344668,-0.194957
63.55830645561218,MPC,0.0993878,-0.332414,0.393197
64.0582914352417,MPC,0.0690808,-0.246988,-0.208269
64.5581169128418,MPC,0.0478547,-0.184496,0.336755
65.05857229232788,MPC,0.0234099,-0.0921375,-0.241477
65.55833196640015,MPC,-0.00163573,0.0063065,0.255849
66.05858039855957,MPC,-0.0222263,0.0767978,-0.282787
66.55846881866455,MPC,-0.032974,0.116776,0.214085
67.05788230895996,MPC,-0.0441408,0.146517,-0.295192
67.55841827392578,MPC,-0.0439073,0.137646,0.201707
68.05820727348328,MPC,-0.0431497,0.132599,-0.282803
68.55838465690613,MPC,-0.0323879,0.0955343,0.214139
69.05843448638916,MPC,-0.0150401,0.0417919,-0.245766
69.5589485168457,MPC,0.00574681,0.0595371,0.539173
