Time (s),Tag,x_velocity,y_velocity,yaw_velocity
0.0012574195861816406,MPC,-0.0181176,0.00318482,0.0712687
9.854367733001709,MPC,-0.034285,0.00670539,0.102919
10.355176210403442,MPC,-0.0458163,0.0121432,0.105766
10.85491156578064,MPC,-0.0525957,0.0174965,0.0572041
11.354886531829834,MPC,-0.0606413,0.0224259,0.0312551
11.854807138442993,MPC,-0.0709371,0.0302897,-0.216503
12.354589462280273,MPC,-0.0867526,0.0324619,-0.257342
12.855196475982666,MPC,-0.102092,0.0344066,-0.245495
13.355422019958496,MPC,-0.11636,0.0346457,-0.0932777
13.854872703552246,MPC,-0.127964,0.0341796,-0.0349662
14.355081558227539,MPC,-0.139335,0.0359384,-0.030385
14.85626745223999,MPC,-0.14933,0.0373295,-0.0561929
15.354826927185059,MPC,-0.152407,0.0356509,-0.0812072
15.854799032211304,MPC,-0.149873,0.0335902,-0.0913991
16.354902982711792,MPC,-0.0890223,0.0312617,-0.0560692
16.85474967956543,MPC,-0.0291587,0.0280473,-0.0132529
17.355039358139038,MPC,-0.00223852,0.0239794,0.0439416
17.855347871780396,MPC,0.00949494,0.0206265,0.0496647
18.35480260848999,MPC,0.0142462,0.0161792,0.0030051
18.85470962524414,MPC,1.19207,-0.760963,0.150667
19.354491233825684,MPC,1.20171,-0.745647,0.0403433
19.85462713241577,MPC,1.2092,-0.733444,0.0234296
20.35504174232483,MPC,1.21503,-0.723741,0.0540325
20.85478138923645,MPC,1.21486,-0.724018,0.0205477
21.355095624923706,MPC,1.18909,-0.765616,0.104932
21.854408740997314,MPC,1.19125,-0.762255,0.0329198
22.35493493080139,MPC,1.10702,-0.880113,0.284632
22.85448145866394,MPC,1.10729,-0.879773,0.132911
23.354785919189453,MPC,0.665922,-0.740494,0.298586
25.292734146118164,MPC,0.634654,-0.364479,0.583956
27.15066695213318,MPC,0.629242,0.296866,0.784923
27.651110410690308,MPC,0.625329,0.327455,0.784991
28.151217460632324,MPC,0.628983,0.358699,0.784883
28.65118670463562,MPC,0.621183,0.398683,0.784871
29.151278972625732,MPC,0.624211,0.45026,0.781857
29.65129327774048,MPC,0.628255,0.479882,3.80985e-05
30.151253938674927,MPC,0.628879,0.507093,-0.336115
30.65115761756897,MPC,0.62681,0.532789,-0.180321
31.151198625564575,MPC,0.215499,0.434878,-0.659812
31.651500940322876,MPC,-0.281838,0.310187,0.124843
32.151243448257446,MPC,-0.282604,0.335202,0.784983
32.650952100753784,MPC,-0.284643,0.363818,0.784161
33.15115308761597,MPC,-0.295598,0.389928,0.30488
33.652000427246094,MPC,-0.309606,0.413492,-0.0744746
34.15118932723999,MPC,-0.325427,0.437869,-0.0552425
34.65127182006836,MPC,-0.340925,0.461763,-0.0282005
35.151585817337036,MPC,-0.356575,0.48458,-0.0182343
35.65104961395264,MPC,-0.372024,0.506738,-0.0245306
36.151139974594116,MPC,-0.386782,0.528255,-0.0388953
36.65113592147827,MPC,-0.400275,0.548109,-0.0507482
37.15126633644104,MPC,-0.411896,0.566239,-0.0565145
37.651127099990845,MPC,-0.421466,0.582985,-0.059096
38.15136194229126,MPC,-0.429086,0.599137,-0.0801532
38.65132403373718,MPC,-0.43487,0.615001,-0.0742531
39.151164054870605,MPC,-0.441479,0.401681,-0.072699
39.65164279937744,MPC,-0.450219,0.138557,-0.0739553
40.15127730369568,MPC,-0.458542,0.0290344,-0.0666857
40.65200877189636,MPC,-0.464947,-0.00914196,-0.0518397
41.15131139755249,MPC,-0.468128,-0.00679764,-0.0660461
