Time (s),Tag,x_velocity,y_velocity,yaw_velocity
0.0014500617980957031,MPC,0.00668378,-0.0531635,-0.784159
15.485576629638672,MPC,0.00981576,-0.104128,-0.784928
15.986027002334595,MPC,0.0131193,-0.148836,-0.387662
16.485997915267944,MPC,0.0158728,-0.199888,0.157165
16.98630142211914,MPC,0.0184873,-0.244332,0.0642396
17.48593020439148,MPC,0.022075,-0.287978,0.0311524
17.98588228225708,MPC,0.0248748,-0.329754,0.0437209
18.486175298690796,MPC,0.0275051,-0.368997,0.0614394
18.98593258857727,MPC,-0.270584,-0.315247,0.785099
19.485931396484375,MPC,0.270583,-1.38812,0.0620382
19.985949993133545,MPC,-0.270582,-1.26057,0.785099
20.486000061035156,MPC,0.270603,-1.26431,0.37391
20.986366748809814,MPC,0.259386,-1.29251,-0.409997
21.485754013061523,MPC,0.232935,-1.34827,-0.785023
21.985933303833008,MPC,0.206247,-1.39189,-0.784571
22.486124277114868,MPC,0.183091,-1.39868,-0.0027517
22.985931634902954,MPC,0.163195,-1.40055,0.775937
23.486011743545532,MPC,0.130931,-1.39111,0.32314
23.98583149909973,MPC,-1.0586,-0.626232,0.7851
24.48669457435608,MPC,-0.504992,-0.189274,0.785099
24.985984563827515,MPC,0.504992,-1.17918,0.159657
25.48573899269104,MPC,-0.452827,-0.138709,0.291105
25.986271381378174,MPC,0.452828,-0.4711,-0.0777994
26.486103296279907,MPC,-0.452826,0.0869894,0.203143
26.986054182052612,MPC,0.452823,0.0367,-0.242724
27.48603892326355,MPC,-0.452821,-0.0148774,0.235565
27.986130237579346,MPC,0.45282,-0.00769145,-0.228182
28.48609733581543,MPC,-0.452819,0.00937278,0.227513
28.985771417617798,MPC,0.452817,-0.00181933,-0.229891
29.48565363883972,MPC,-0.452817,0.00533798,0.2286
29.985960483551025,MPC,0.452814,-0.00232278,-0.229543
30.552977561950684,MPC,-0.452815,0.00286338,0.229388
30.985762357711792,MPC,0.452815,-0.00402286,-0.229043
31.485925912857056,MPC,-0.452814,0.00243422,0.229565
31.986279010772705,MPC,0.452812,-0.000879237,-0.230116
32.48587703704834,MPC,-0.452812,0.00163196,0.229853
32.985981702804565,MPC,0.452809,-0.000999338,-0.230031
33.54903531074524,MPC,-0.45281,0.00120064,0.230007
33.98590064048767,MPC,0.45281,-0.0012688,-0.229982
34.48588299751282,MPC,-0.452809,0.000848489,0.230088
34.985825061798096,MPC,0.452808,-0.00130629,-0.229967
35.48581504821777,MPC,-0.452807,0.00130501,0.229941
35.98587608337402,MPC,0.452806,-0.00100575,-0.229987
36.4859402179718,MPC,-0.452805,0.00120637,0.229951
36.98567199707031,MPC,0.452803,-0.000969537,-0.230062
37.48593783378601,MPC,-0.452802,0.000605902,0.230187
37.98604202270508,MPC,0.4528,-0.000466747,-0.23021
38.48587775230408,MPC,-0.452744,-0.000208083,0.230676
38.98584771156311,MPC,0.452686,0.000617354,-0.231057
39.486072063446045,MPC,-0.452742,0.000484019,0.230443
39.98571228981018,MPC,0.45274,-0.000893113,-0.230243
40.486000537872314,MPC,-0.452738,0.00112736,0.230045
40.9860577583313,MPC,0.452735,-0.00109707,-0.22992
41.48575401306152,MPC,-0.452736,0.000614091,0.230141
41.98613786697388,MPC,0.452733,-0.000429699,-0.230187
42.48586845397949,MPC,-0.452734,0.000262656,0.230361
42.98618459701538,MPC,0.452732,-0.000134974,-0.23049
43.48597955703735,MPC,-0.452731,0.000609601,0.230291
43.98586654663086,MPC,0.45273,-0.000821151,-0.230262
44.485957860946655,MPC,-0.452729,0.000670846,0.230288
44.98704648017883,MPC,0.452728,-0.000626266,-0.230256
45.48829436302185,MPC,-0.452727,0.000557855,0.230275
45.98796033859253,MPC,0.452726,-0.00140838,-0.230032
46.48624849319458,MPC,-0.452725,0.000984076,0.230167
46.986950397491455,MPC,0.452723,-0.000970475,-0.230128
47.48649501800537,MPC,-0.452723,0.000730988,0.230207
47.98681282997131,MPC,0.452721,-0.00139377,-0.229978
48.48744797706604,MPC,-0.452721,0.000973092,0.23011
48.98857855796814,MPC,0.452719,-0.000534751,-0.230264
49.48712635040283,MPC,-0.452719,0.000468566,0.230285
